iter	Logloss
515	0.2400819447
516	0.2400584789
517	0.2400342812
518	0.2400080822
519	0.2399895132
520	0.239959912
521	0.2399358409
522	0.2399152387
523	0.2398846267
524	0.239855337
525	0.2398270566
526	0.2398070064
527	0.2397713006
528	0.2397519641
529	0.2397386245
530	0.2397024155
531	0.2396769131
532	0.2396492515
533	0.2396194461
534	0.2395956058
535	0.2395655516
536	0.2395346723
537	0.2395131013
538	0.2394881889
539	0.239469132
540	0.2394461003
541	0.2394240139
542	0.2394013695
543	0.2393769617
544	0.2393542476
545	0.2393198125
546	0.239301855
547	0.2392796047
548	0.2392549301
549	0.2392337496
550	0.2392202879
551	0.2391908819
552	0.239162304
553	0.2391418037
554	0.2391221098
555	0.239105633
556	0.2390883367
557	0.2390664483
558	0.2390368143
559	0.2390172563
560	0.2389981152
561	0.2389761367
562	0.2389430775
563	0.2389143367
564	0.2388901442
565	0.2388744049
566	0.2388527663
567	0.2388316496
568	0.23881208
569	0.238773112
570	0.2387577864
571	0.2387287016
572	0.2386948764
573	0.2386833798
574	0.2386548841
575	0.2386298631
576	0.2386119875
577	0.2385944476
578	0.2385699914
579	0.2385520993
580	0.2385319093
581	0.2384983648
582	0.2384734542
583	0.2384445285
584	0.2384256325
585	0.2383930679
586	0.2383666627
587	0.2383272103
588	0.2382944533
589	0.2382702109
590	0.238252762
591	0.2382215977
592	0.238190114
593	0.2381644978
594	0.238146892
595	0.2381220598
596	0.2380979975
597	0.2380765042
598	0.2380519049
599	0.2380346004
600	0.2380150983
601	0.2379921321
602	0.2379760838
603	0.2379542628
604	0.2379363199
605	0.2379189862
606	0.2378893584
607	0.2378630225
608	0.2378360552
609	0.2378142274
610	0.2377904707
611	0.2377645585
612	0.2377427683
613	0.2377173925
614	0.2376963035
615	0.2376664325
616	0.237633354
617	0.2376039741
618	0.2375806672
619	0.2375516945
620	0.2375241305
621	0.2375005107
622	0.2374728412
623	0.2374529091
624	0.2374213802
625	0.2373933167
626	0.2373689213
627	0.2373414773
628	0.2373114876
629	0.2372856708
630	0.2372544541
631	0.2372358766
632	0.2372138141
633	0.2371961501
634	0.2371708125
635	0.2371372072
636	0.2371073921
637	0.2370783221
638	0.2370509166
639	0.237028842
640	0.2370089991
641	0.236994853
642	0.2369810359
643	0.2369504455
644	0.2369253927
645	0.236902255
646	0.2368878243
647	0.2368680668
648	0.2368290731
649	0.2368009638
650	0.2367801149
651	0.2367620778
652	0.2367457162
653	0.2367270623
654	0.2367082377
655	0.2366853483
656	0.2366613746
657	0.2366336932
658	0.2366083694
659	0.2365876432
660	0.2365670412
661	0.2365460115
662	0.2365226065
663	0.2365028574
664	0.2364821271
665	0.2364540355
666	0.2364296304
667	0.2364116866
668	0.2363931022
669	0.2363851944
670	0.2363591723
671	0.2363494421
672	0.2363202189
673	0.2362864396
674	0.2362644225
675	0.236246436
676	0.236218637
677	0.2361952007
678	0.2361689516
679	0.2361518013
680	0.2361280877
681	0.2361028026
682	0.2360810656
683	0.2360575745
684	0.2360399967
685	0.236019076
686	0.2359957653
687	0.235980026
688	0.235960584
689	0.2359358568
690	0.2359147016
691	0.2359012389
692	0.2358834569
693	0.2358606474
694	0.2358334504
695	0.2358166446
696	0.2358027102
697	0.2357724898
698	0.2357550832
699	0.2357330305
700	0.2356998487
701	0.2356740388
702	0.2356441498
703	0.2356235801
704	0.2356053404
705	0.2355886934
706	0.2355640118
707	0.2355419216
708	0.2355230806
709	0.2354959802
710	0.2354805935
711	0.2354516172
712	0.2354211226
713	0.2353948134
714	0.2353696934
715	0.2353483253
716	0.2353206971
717	0.2352997057
718	0.2352851958
719	0.2352538224
720	0.2352387405
721	0.2352160666
722	0.2351896803
723	0.2351681126
724	0.2351534376
725	0.2351148544
726	0.2350902708
727	0.2350722671
728	0.2350496789
729	0.2350263195
730	0.2350073682
731	0.2349789855
732	0.2349547929
733	0.2349403724
734	0.2349140159
735	0.2348981863
736	0.2348797531
737	0.2348620109
738	0.2348381382
739	0.2348094739
740	0.2347859209
741	0.2347671157
742	0.2347406149
743	0.2347204354
744	0.2347009712
745	0.2346780684
746	0.2346550213
747	0.2346278834
748	0.2345981287
749	0.2345760397
750	0.2345558675
751	0.2345252652
752	0.2344980766
753	0.23447332
754	0.2344530483
755	0.2344310184
756	0.2344032728
757	0.2343815371
758	0.2343499611
759	0.2343237855
760	0.234305779
761	0.2342842877
762	0.2342677761
763	0.2342328229
764	0.2342109001
765	0.2341917085
766	0.2341730791
767	0.2341615191
768	0.2341420669
769	0.2341180168
770	0.2341007866
771	0.234073868
772	0.2340479334
773	0.2340298809
774	0.2340105443
775	0.2340001757
776	0.2339728133
777	0.2339542471
778	0.2339244934
779	0.2338980755
780	0.233873695
781	0.2338445224
782	0.2338277513
783	0.2338038958
784	0.2337782974
785	0.2337617544
786	0.2337489202
787	0.2337273645
788	0.233709077
789	0.2336851749
790	0.2336522009
791	0.2336315468
792	0.2336152849
793	0.2335954572
794	0.2335760311
795	0.2335520311
796	0.233532682
797	0.2334967513
798	0.2334741498
799	0.2334495004
800	0.2334273563
801	0.2334118866
802	0.2333907701
803	0.2333578326
804	0.2333284377
805	0.2333042592
806	0.2332768496
807	0.2332537756
808	0.2332213287
809	0.2331979263
810	0.2331722215
811	0.2331546924
812	0.2331291591
813	0.2331050726
814	0.2330841028
815	0.2330626821
816	0.2330435792
817	0.233014069
818	0.2329963428
819	0.2329692875
820	0.2329481809
821	0.2329286844
822	0.2329027172
823	0.2328764552
824	0.2328590306
825	0.2328365908
826	0.2328048093
827	0.2327812612
828	0.2327681184
829	0.2327416385
830	0.2327195786
831	0.232701895
832	0.2326752117
833	0.2326515651
834	0.2326330269
835	0.2326056255
836	0.2325930537
837	0.2325765493
838	0.2325550736
839	0.2325390954
840	0.2325168115
841	0.2324903094
842	0.232470418
843	0.2324493414
844	0.2324261777
845	0.2324016011
846	0.232382775
847	0.2323621609
848	0.2323426962
849	0.2323221023
850	0.2323030124
851	0.2322878811
852	0.2322729554
853	0.2322496243
854	0.2322354855
855	0.2322121224
856	0.2321876176
857	0.2321671279
858	0.2321467796
859	0.2321289311
860	0.2321050237
861	0.2320834777
862	0.2320589143
863	0.2320461221
864	0.232019126
865	0.2319995924
866	0.2319755612
867	0.2319449137
868	0.2319221574
869	0.2319047009
870	0.2318813403
871	0.2318598495
872	0.2318380104
873	0.2318107352
874	0.2317865376
875	0.2317668915
876	0.2317467049
877	0.2317250626
878	0.2316923764
879	0.2316680499
880	0.2316491843
881	0.2316287145
882	0.2316051023
883	0.2315832732
884	0.2315627022
885	0.2315348937
886	0.2315235092
887	0.2315039978
888	0.2314740342
889	0.2314489319
890	0.2314329557
891	0.2314171501
892	0.2313912524
893	0.2313704041
894	0.2313416322
895	0.2313229525
896	0.2312977711
897	0.2312777797
898	0.2312474072
899	0.2312245275
900	0.2312025172
901	0.2311808798
902	0.2311652568
903	0.2311430378
904	0.2311262683
905	0.2311009067
906	0.2310751058
907	0.2310500422
908	0.2310281644
909	0.230999098
910	0.2309770295
911	0.2309553942
912	0.2309251034
913	0.230899265
914	0.2308862722
915	0.2308625526
916	0.2308429134
917	0.2308243925
918	0.2308076086
919	0.2307875408
920	0.2307757038
921	0.2307596188
922	0.2307412076
923	0.2307171955
924	0.2307058616
925	0.2306822786
926	0.2306501855
927	0.2306300627
928	0.230612746
929	0.2305936799
930	0.2305789314
931	0.2305602014
932	0.2305414343
933	0.2305183798
934	0.2304949097
935	0.2304646786
936	0.2304439856
937	0.2304262914
938	0.2304069211
939	0.2303831041
940	0.2303652646
941	0.230338739
942	0.2303201989
943	0.230288369
944	0.2302636922
945	0.2302447993
946	0.2302270733
947	0.2301921344
948	0.2301744933
949	0.2301561068
950	0.2301353552
951	0.2301135706
952	0.2300932626
953	0.2300669723
954	0.2300510122
955	0.2300266521
956	0.2299935951
957	0.2299786656
958	0.2299595154
959	0.2299422396
960	0.2299243747
961	0.2299077802
962	0.2298922238
963	0.2298718762
964	0.22984716
965	0.2298278604
966	0.2298087925
967	0.2297763155
968	0.2297527815
969	0.2297315627
970	0.2297186454
971	0.2296863287
972	0.2296616967
973	0.2296338079
974	0.2296117498
975	0.2295807955
976	0.229553435
977	0.2295441382
978	0.2295227998
979	0.2295023989
980	0.2294758919
981	0.2294613315
982	0.2294315848
983	0.2294073941
984	0.2293805675
985	0.2293529657
986	0.2293329428
987	0.2293224813
988	0.2293010107
989	0.2292776906
990	0.2292552686
991	0.2292213943
992	0.2292052425
993	0.2291960912
994	0.229172185
995	0.2291561264
996	0.2291385431
997	0.2291183824
998	0.2290995977
999	0.2290697983
